respondent_id,factor_type,factor_name,factor_rank_in_answer
839,reject,Плохая репутация компании или её руководства,2
839,reject,Несоответствующий уровень заработной платы,3
840,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
840,reject,Несоответствующий уровень заработной платы,2
840,reject,Плохая репутация компании или её руководства,3
841,reject,Нет перспектив профессионального развития,1
841,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
841,reject,Плохая репутация компании или её руководства,3
842,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
842,reject,Нет удаленного или гибридного формат работы,2
842,reject,Негативная атмосфера в команде,3
843,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
843,reject,Плохая репутация компании или её руководства,2
843,reject,Несоответствующий уровень заработной платы,3
844,reject,Нет перспектив профессионального развития,1
844,reject,Нет интересных задач или проектов,2
844,reject,Негативная атмосфера в команде,3
845,reject,Несоответствующий уровень заработной платы,1
845,reject,Плохая репутация компании или её руководства,2
845,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
846,reject,Негативная атмосфера в команде,1
846,reject,Несоответствующий уровень заработной платы,2
846,reject,Нет удаленного или гибридного формат работы,3
847,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
847,reject,Нет удаленного или гибридного формат работы,2
847,reject,Нет перспектив профессионального развития,3
848,reject,Плохая репутация компании или её руководства,1
848,reject,Несоответствующий уровень заработной платы,2
848,reject,Нестабильный бизнес компании,3
849,reject,Негативная атмосфера в команде,1
849,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
849,reject,Плохая репутация компании или её руководства,3
850,reject,Негативная атмосфера в команде,1
850,reject,Нет перспектив профессионального развития,2
850,reject,Плохая репутация компании или её руководства,3
851,reject,Нестабильный бизнес компании,1
851,reject,Нет интересных задач или проектов,2
851,reject,Несоответствующий уровень заработной платы,3
852,reject,Плохая репутация компании или её руководства,1
852,reject,Несоответствующий уровень заработной платы,2
852,reject,Нестабильный бизнес компании,3
853,reject,Несоответствующий уровень заработной платы,1
853,reject,Плохая репутация компании или её руководства,2
853,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
854,reject,Нет интересных задач или проектов,1
854,reject,Нет перспектив профессионального развития,2
854,reject,Плохая репутация компании или её руководства,3
855,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
855,reject,Плохая репутация компании или её руководства,2
855,reject,Несоответствующий уровень заработной платы,3
856,reject,Нет интересных задач или проектов,1
856,reject,Несоответствующий уровень заработной платы,2
856,reject,Нет перспектив профессионального развития,3
857,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
857,reject,Несоответствующий уровень заработной платы,2
857,reject,Нет перспектив профессионального развития,3
858,reject,Плохая репутация компании или её руководства,1
858,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
858,reject,Несоответствующий уровень заработной платы,3
859,reject,Несоответствующий уровень заработной платы,1
859,reject,Плохая репутация компании или её руководства,2
859,reject,Негативная атмосфера в команде,3
860,reject,Плохая репутация компании или её руководства,1
860,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
860,reject,Нет интересных задач или проектов,3
861,reject,Нет удаленного или гибридного формат работы,1
861,reject,Негативная атмосфера в команде,2
861,reject,Несоответствующий уровень заработной платы,3
862,reject,Нет интересных задач или проектов,1
863,reject,Нет перспектив профессионального развития,1
863,reject,Плохая репутация компании или её руководства,2
863,reject,Несоответствующий уровень заработной платы,3
864,reject,Нет удаленного или гибридного формат работы,1
864,reject,Негативная атмосфера в команде,2
864,reject,Нет перспектив профессионального развития,3
865,reject,Нет перспектив профессионального развития,1
865,reject,Несоответствующий уровень заработной платы,2
865,reject,Негативная атмосфера в команде,3
866,reject,Неудовлетворительный процесс найма,1
866,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
866,reject,Несоответствующий уровень заработной платы,3
867,reject,Нет интересных задач или проектов,1
867,reject,Нестабильный бизнес компании,2
867,reject,Несоответствующий уровень заработной платы,3
868,reject,Несоответствующий уровень заработной платы,1
868,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
868,reject,Нет интересных задач или проектов,3
869,reject,Несоответствующий уровень заработной платы,1
869,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
869,reject,Плохая репутация компании или её руководства,3
870,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
870,reject,Нестабильный бизнес компании,2
870,reject,Плохая репутация компании или её руководства,3
871,reject,Несоответствующий уровень заработной платы,1
871,reject,Негативная атмосфера в команде,2
871,reject,Нет перспектив профессионального развития,3
872,reject,Нет перспектив профессионального развития,1
872,reject,Плохая репутация компании или её руководства,2
872,reject,Негативная атмосфера в команде,3
873,reject,Несоответствующий уровень заработной платы,1
873,reject,Непривлекательные цифровые продукты компании,2
873,reject,Нет перспектив профессионального развития,3
874,reject,Несоответствующий уровень заработной платы,1
874,reject,Плохая репутация компании или её руководства,2
874,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
875,reject,Плохая репутация компании или её руководства,1
875,reject,Несоответствующий уровень заработной платы,2
875,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
876,reject,Несоответствующий уровень заработной платы,1
876,reject,Негативная атмосфера в команде,2
876,reject,Нет перспектив профессионального развития,3
877,reject,Плохая репутация компании или её руководства,1
877,reject,Несоответствующий уровень заработной платы,2
877,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
878,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
878,reject,Плохая репутация компании или её руководства,2
878,reject,Несоответствующий уровень заработной платы,3
879,reject,Несоответствующий уровень заработной платы,1
879,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
879,reject,Негативная атмосфера в команде,3
880,reject,Негативная атмосфера в команде,1
880,reject,Плохая репутация компании или её руководства,2
880,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
881,reject,Нет удаленного или гибридного формат работы,1
881,reject,Несоответствующий уровень заработной платы,2
881,reject,Нет перспектив профессионального развития,3
882,reject,Плохая репутация компании или её руководства,1
882,reject,Нет удаленного или гибридного формат работы,2
882,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
883,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
883,reject,Непривлекательные цифровые продукты компании,2
883,reject,Нет удаленного или гибридного формат работы,3
884,reject,Нестабильный бизнес компании,1
884,reject,Несоответствующий уровень заработной платы,2
884,reject,Плохая репутация компании или её руководства,3
885,reject,Негативная атмосфера в команде,1
885,reject,Нет перспектив профессионального развития,2
885,reject,Несоответствующий уровень заработной платы,3
886,reject,Негативная атмосфера в команде,1
886,reject,Плохая репутация компании или её руководства,2
886,reject,Несоответствующий уровень заработной платы,3
887,reject,Плохая репутация компании или её руководства,1
887,reject,Нестабильный бизнес компании,2
887,reject,Нет удаленного или гибридного формат работы,3
888,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
888,reject,Несоответствующий уровень заработной платы,2
888,reject,Нестабильный бизнес компании,3
889,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
889,reject,Несоответствующий уровень заработной платы,2
889,reject,Плохая репутация компании или её руководства,3
890,reject,Негативная атмосфера в команде,1
890,reject,Несоответствующий уровень заработной платы,2
890,reject,Нестабильный бизнес компании,3
891,reject,Несоответствующий уровень заработной платы,1
891,reject,Плохая репутация компании или её руководства,2
891,reject,Нет перспектив профессионального развития,3
892,reject,Нет удаленного или гибридного формат работы,1
892,reject,Несоответствующий уровень заработной платы,2
892,reject,Нет перспектив профессионального развития,3
893,reject,Плохая репутация компании или её руководства,1
893,reject,Нет перспектив профессионального развития,2
893,reject,Нет интересных задач или проектов,3
894,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
894,reject,Несоответствующий уровень заработной платы,2
894,reject,Нестабильный бизнес компании,3
895,reject,Несоответствующий уровень заработной платы,1
895,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
895,reject,Нестабильный бизнес компании,3
896,reject,Плохая репутация компании или её руководства,1
897,reject,Нет интересных задач или проектов,1
897,reject,Негативная атмосфера в команде,2
897,reject,Неудовлетворительный процесс найма,3
898,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
898,reject,Нет интересных задач или проектов,2
898,reject,Несоответствующий уровень заработной платы,3
899,reject,Нестабильный бизнес компании,1
899,reject,Нет удаленного или гибридного формат работы,2
899,reject,Несоответствующий уровень заработной платы,3
900,reject,Плохая репутация компании или её руководства,1
900,reject,Несоответствующий уровень заработной платы,2
900,reject,Нет интересных задач или проектов,3
901,reject,Несоответствующий уровень заработной платы,1
901,reject,Плохая репутация компании или её руководства,2
901,reject,Негативная атмосфера в команде,3
902,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
902,reject,Нестабильный бизнес компании,2
902,reject,Плохая репутация компании или её руководства,3
903,reject,Нет интересных задач или проектов,1
903,reject,Несоответствующий уровень заработной платы,2
903,reject,Плохая репутация компании или её руководства,3
904,reject,Несоответствующий уровень заработной платы,1
904,reject,Негативная атмосфера в команде,2
904,reject,Нет перспектив профессионального развития,3
905,reject,Нет удаленного или гибридного формат работы,1
906,reject,Нестабильный бизнес компании,1
906,reject,Негативная атмосфера в команде,2
906,reject,Плохая репутация компании или её руководства,3
907,reject,Нет удаленного или гибридного формат работы,1
907,reject,Несоответствующий уровень заработной платы,2
907,reject,Негативная атмосфера в команде,3
908,reject,Плохая репутация компании или её руководства,1
908,reject,Несоответствующий уровень заработной платы,2
908,reject,Нет удаленного или гибридного формат работы,3
909,reject,Несоответствующий уровень заработной платы,1
909,reject,Негативная атмосфера в команде,2
909,reject,Нет удаленного или гибридного формат работы,3
910,reject,Несоответствующий уровень заработной платы,1
910,reject,Негативная атмосфера в команде,2
910,reject,Нет перспектив профессионального развития,3
911,reject,Несоответствующий уровень заработной платы,1
911,reject,Плохая репутация компании или её руководства,2
911,reject,Негативная атмосфера в команде,3
912,reject,Плохая репутация компании или её руководства,1
912,reject,Нет интересных задач или проектов,2
912,reject,Несоответствующий уровень заработной платы,3
913,reject,Нестабильный бизнес компании,1
913,reject,Несоответствующий уровень заработной платы,2
913,reject,Нет перспектив профессионального развития,3
914,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
914,reject,Нет перспектив профессионального развития,2
914,reject,Нестабильный бизнес компании,3
915,reject,Нет интересных задач или проектов,1
915,reject,Негативная атмосфера в команде,2
915,reject,Несоответствующий уровень заработной платы,3
916,reject,Нет перспектив профессионального развития,1
916,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
916,reject,Плохая репутация компании или её руководства,3
917,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
917,reject,Нет перспектив профессионального развития,2
917,reject,Негативная атмосфера в команде,3
918,reject,Несоответствующий уровень заработной платы,1
918,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
918,reject,Плохая репутация компании или её руководства,3
919,reject,Несоответствующий уровень заработной платы,1
919,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
919,reject,Плохая репутация компании или её руководства,3
920,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
920,reject,Несоответствующий уровень заработной платы,2
920,reject,Нет перспектив профессионального развития,3
921,reject,Негативная атмосфера в команде,1
921,reject,Плохая репутация компании или её руководства,2
921,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
922,reject,Несоответствующий уровень заработной платы,1
922,reject,Негативная атмосфера в команде,2
922,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
923,reject,Несоответствующий уровень заработной платы,1
923,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
923,reject,Нет перспектив профессионального развития,3
924,reject,Несоответствующий уровень заработной платы,1
924,reject,Нет интересных задач или проектов,2
924,reject,Нет перспектив профессионального развития,3
925,reject,Нет перспектив профессионального развития,1
925,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
925,reject,Негативная атмосфера в команде,3
926,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
926,reject,Негативная атмосфера в команде,2
926,reject,Несоответствующий уровень заработной платы,3
927,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
927,reject,Плохая репутация компании или её руководства,2
927,reject,Нестабильный бизнес компании,3
928,reject,Несоответствующий уровень заработной платы,1
928,reject,Плохая репутация компании или её руководства,2
928,reject,Негативная атмосфера в команде,3
929,reject,Несоответствующий уровень заработной платы,1
929,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
929,reject,Непривлекательные цифровые продукты компании,3
930,reject,Несоответствующий уровень заработной платы,1
930,reject,Негативная атмосфера в команде,2
930,reject,Нет интересных задач или проектов,3
931,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
931,reject,Плохая репутация компании или её руководства,2
931,reject,Нет перспектив профессионального развития,3
932,reject,Плохая репутация компании или её руководства,1
932,reject,Несоответствующий уровень заработной платы,2
932,reject,Негативная атмосфера в команде,3
933,reject,Нестабильный бизнес компании,1
933,reject,Плохая репутация компании или её руководства,2
933,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
934,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
934,reject,Нестабильный бизнес компании,2
934,reject,Негативная атмосфера в команде,3
935,reject,Плохая репутация компании или её руководства,1
935,reject,Нестабильный бизнес компании,2
935,reject,Несоответствующий уровень заработной платы,3
936,reject,Нет удаленного или гибридного формат работы,1
936,reject,Плохая репутация компании или её руководства,2
936,reject,Нет перспектив профессионального развития,3
937,reject,Нет удаленного или гибридного формат работы,1
937,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
937,reject,Плохая репутация компании или её руководства,3
938,reject,Плохая репутация компании или её руководства,1
938,reject,Несоответствующий уровень заработной платы,2
938,reject,Нет интересных задач или проектов,3
939,reject,Нет удаленного или гибридного формат работы,1
939,reject,Несоответствующий уровень заработной платы,2
939,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
940,reject,Плохая репутация компании или её руководства,1
940,reject,Несоответствующий уровень заработной платы,2
940,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
941,reject,Нет удаленного или гибридного формат работы,1
941,reject,Плохая репутация компании или её руководства,2
941,reject,Несоответствующий уровень заработной платы,3
942,reject,Нет перспектив профессионального развития,1
942,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
942,reject,Нет удаленного или гибридного формат работы,3
943,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
943,reject,Негативная атмосфера в команде,2
943,reject,Несоответствующий уровень заработной платы,3
944,reject,Нет удаленного или гибридного формат работы,1
945,reject,Несоответствующий уровень заработной платы,1
945,reject,Нет удаленного или гибридного формат работы,2
945,reject,Плохая репутация компании или её руководства,3
946,reject,Нет перспектив профессионального развития,1
946,reject,Плохая репутация компании или её руководства,2
946,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
947,reject,Плохая репутация компании или её руководства,1
947,reject,Нет удаленного или гибридного формат работы,2
947,reject,Несоответствующий уровень заработной платы,3
948,reject,Нет удаленного или гибридного формат работы,1
948,reject,Плохая репутация компании или её руководства,2
948,reject,Непривлекательные цифровые продукты компании,3
949,reject,Негативная атмосфера в команде,1
949,reject,Несоответствующий уровень заработной платы,2
949,reject,Нестабильный бизнес компании,3
950,reject,Несоответствующий уровень заработной платы,1
950,reject,Плохая репутация компании или её руководства,2
950,reject,Нет перспектив профессионального развития,3
951,reject,Негативная атмосфера в команде,1
951,reject,Нет интересных задач или проектов,2
951,reject,Нет перспектив профессионального развития,3
952,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
952,reject,Несоответствующий уровень заработной платы,2
952,reject,Нет удаленного или гибридного формат работы,3
953,reject,Нет удаленного или гибридного формат работы,1
953,reject,Неудовлетворительный процесс найма,2
953,reject,Несоответствующий уровень заработной платы,3
954,reject,Несоответствующий уровень заработной платы,1
954,reject,Нет перспектив профессионального развития,2
954,reject,Нет удаленного или гибридного формат работы,3
955,reject,Нет удаленного или гибридного формат работы,1
955,reject,Несоответствующий уровень заработной платы,2
955,reject,Плохая репутация компании или её руководства,3
956,reject,Негативная атмосфера в команде,1
956,reject,Несоответствующий уровень заработной платы,2
956,reject,Нет интересных задач или проектов,3
957,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
957,reject,Несоответствующий уровень заработной платы,2
957,reject,Нет удаленного или гибридного формат работы,3
958,reject,Нестабильный бизнес компании,1
958,reject,Нет перспектив профессионального развития,2
958,reject,Плохая репутация компании или её руководства,3
959,reject,Негативная атмосфера в команде,1
960,reject,Негативная атмосфера в команде,1
960,reject,Плохая репутация компании или её руководства,2
960,reject,Нет перспектив профессионального развития,3
961,reject,Нет перспектив профессионального развития,1
961,reject,Плохая репутация компании или её руководства,2
961,reject,Нестабильный бизнес компании,3
962,reject,Негативная атмосфера в команде,1
962,reject,Плохая репутация компании или её руководства,2
962,reject,Нет перспектив профессионального развития,3
963,reject,Несоответствующий уровень заработной платы,1
963,reject,Нет перспектив профессионального развития,2
963,reject,Нет интересных задач или проектов,3
964,reject,Несоответствующий уровень заработной платы,1
964,reject,Плохая репутация компании или её руководства,2
964,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
965,reject,Негативная атмосфера в команде,1
965,reject,Несоответствующий уровень заработной платы,2
965,reject,Плохая репутация компании или её руководства,3
966,reject,Негативная атмосфера в команде,1
966,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
966,reject,Плохая репутация компании или её руководства,3
967,reject,Несоответствующий уровень заработной платы,1
967,reject,Плохая репутация компании или её руководства,2
967,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
968,reject,Плохая репутация компании или её руководства,1
968,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
968,reject,Несоответствующий уровень заработной платы,3
969,reject,Нет перспектив профессионального развития,1
969,reject,Плохая репутация компании или её руководства,2
969,reject,Нет интересных задач или проектов,3
970,reject,Нет интересных задач или проектов,1
970,reject,Нет удаленного или гибридного формат работы,2
970,reject,Нет перспектив профессионального развития,3
971,reject,Нестабильный бизнес компании,1
971,reject,Нет удаленного или гибридного формат работы,2
971,reject,Несоответствующий уровень заработной платы,3
972,reject,Плохая репутация компании или её руководства,1
972,reject,Несоответствующий уровень заработной платы,2
972,reject,Негативная атмосфера в команде,3
973,reject,Несоответствующий уровень заработной платы,1
973,reject,Нестабильный бизнес компании,2
973,reject,Нет удаленного или гибридного формат работы,3
974,reject,Несоответствующий уровень заработной платы,1
974,reject,Нет удаленного или гибридного формат работы,2
974,reject,Нет интересных задач или проектов,3
975,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
975,reject,Несоответствующий уровень заработной платы,2
975,reject,Нестабильный бизнес компании,3
976,reject,Плохая репутация компании или её руководства,1
976,reject,Несоответствующий уровень заработной платы,2
976,reject,Нет удаленного или гибридного формат работы,3
977,reject,Негативная атмосфера в команде,1
977,reject,Несоответствующий уровень заработной платы,2
977,reject,Плохая репутация компании или её руководства,3
978,reject,Несоответствующий уровень заработной платы,1
978,reject,Нет перспектив профессионального развития,2
978,reject,Нет интересных задач или проектов,3
979,reject,Нет перспектив профессионального развития,1
979,reject,Нет интересных задач или проектов,2
979,reject,Нестабильный бизнес компании,3
980,reject,Нет интересных задач или проектов,1
980,reject,Нестабильный бизнес компании,2
980,reject,Нет перспектив профессионального развития,3
981,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
981,reject,Негативная атмосфера в команде,2
981,reject,Нет перспектив профессионального развития,3
982,reject,Нет удаленного или гибридного формат работы,1
982,reject,Несоответствующий уровень заработной платы,2
982,reject,Нет перспектив профессионального развития,3
983,reject,Нет перспектив профессионального развития,1
983,reject,Плохая репутация компании или её руководства,2
983,reject,Несоответствующий уровень заработной платы,3
984,reject,Нестабильный бизнес компании,1
984,reject,Несоответствующий уровень заработной платы,2
984,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",3
985,reject,Нет удаленного или гибридного формат работы,1
985,reject,Несоответствующий уровень заработной платы,2
985,reject,Плохая репутация компании или её руководства,3
986,reject,Нет перспектив профессионального развития,1
986,reject,Несоответствующий уровень заработной платы,2
986,reject,Нестабильный бизнес компании,3
987,reject,Нет удаленного или гибридного формат работы,1
987,reject,Плохая репутация компании или её руководства,2
987,reject,Несоответствующий уровень заработной платы,3
988,reject,Плохая репутация компании или её руководства,1
988,reject,Негативная атмосфера в команде,2
988,reject,Несоответствующий уровень заработной платы,3
989,reject,Нет удаленного или гибридного формат работы,1
989,reject,Несоответствующий уровень заработной платы,2
989,reject,Плохая репутация компании или её руководства,3
990,reject,Нет перспектив профессионального развития,1
990,reject,Негативная атмосфера в команде,2
990,reject,Плохая репутация компании или её руководства,3
991,reject,Нестабильный бизнес компании,1
991,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",2
991,reject,Несоответствующий уровень заработной платы,3
992,reject,"Нет официального оформление трудовых отношений (""серая"" или ""черная"" зарплата)",1
992,reject,Несоответствующий уровень заработной платы,2
992,reject,Нет удаленного или гибридного формат работы,3
993,reject,Плохая репутация компании или её руководства,1
993,reject,Несоответствующий уровень заработной платы,2
993,reject,Нет удаленного или гибридного формат работы,3
994,reject,Нет интересных задач или проектов,1
994,reject,Непривлекательные цифровые продукты компании,2
